date,rank,song,artist
2008-02-08,1,Ramt I Natten,Lizzie
2008-02-15,1,Ramt I Natten,Lizzie
2008-02-22,1,Ramt I Natten,Lizzie
2008-02-29,1,Ramt I Natten,Lizzie
2008-03-07,1,Ramt I Natten,Lizzie
2008-03-14,1,Ramt I Natten,Lizzie
2008-03-21,1,Ramt I Natten,Lizzie
2008-03-28,1,4 Minutes,Madonna
2008-04-04,1,The 1,Martin
2008-04-04,1,4 Minutes,Madonna
2008-04-11,1,4 Minutes,Madonna
2008-04-11,1,The 1,Martin
2008-04-18,1,The 1,Martin
2008-04-18,1,4 Minutes,Madonna
2008-04-25,1,The 1,Martin
2008-05-23,1,Show The World,Martin
2008-05-30,1,Show The World,Martin
2008-06-06,1,Show The World,Martin
2008-06-13,1,Show The World,Martin
2008-06-20,1,Take A Bow,Rihanna
2008-06-27,1,Malene,Sys Bjerre
2008-07-04,1,Malene,Sys Bjerre
2008-07-11,1,Malene,Sys Bjerre
2008-07-18,1,Malene,Sys Bjerre
2008-07-25,1,Malene,Sys Bjerre
2008-08-01,1,Malene,Sys Bjerre
2008-08-08,1,Malene,Sys Bjerre
2008-08-15,1,Malene,Sys Bjerre
2008-08-22,1,I Kissed A Girl,Katy Perry
2008-08-29,1,I Kissed A Girl,Katy Perry
2008-09-05,1,I Kissed A Girl,Katy Perry
2008-09-12,1,I Kissed A Girl,Katy Perry
2008-09-19,1,I Kissed A Girl,Katy Perry
2008-09-26,1,I Kissed A Girl,Katy Perry
2008-10-03,1,I Kissed A Girl,Katy Perry
2008-10-10,1,Kommer Igen,Nik & Jay
2008-10-17,1,Kommer Igen,Nik & Jay
2008-10-24,1,Kommer Igen,Nik & Jay
2008-10-31,1,Kommer Igen,Nik & Jay
2008-11-07,1,Womanizer,Britney Spears
2008-11-14,1,Hot n Cold,Katy Perry
2008-11-21,1,Hot n Cold,Katy Perry
2008-11-28,1,If I Were A Boy,Beyoncé
2008-11-28,1,Hot n Cold,Katy Perry
2008-12-05,1,Hot n Cold,Katy Perry
2008-12-05,1,Infinity 2008,Guru Josh Project
2008-12-12,1,Infinity 2008,Guru Josh Project
2008-12-19,1,Infinity 2008,Guru Josh Project
2008-12-19,1,Hot n Cold,Katy Perry
2008-12-26,1,Infinity 2008,Guru Josh Project
2008-12-26,1,Hot n Cold,Katy Perry
2009-01-30,1,Kun For Mig,Medina
2009-02-06,1,Kun For Mig,Medina
2009-02-13,1,Kun For Mig,Medina
2009-02-13,1,Believe Again,Brinck
2009-02-20,1,Kun For Mig,Medina
2009-02-20,1,Poker Face,Lady Gaga
2009-02-27,1,Kun For Mig,Medina
2009-02-27,1,You've Got A Friend,X Factor Finalisterne 2009
2009-03-06,1,Kun For Mig,Medina
2009-03-06,1,You've Got A Friend,X Factor Finalisterne 2009
2009-04-03,1,Det Bedste Til Sidst,Linda Andrews
2009-04-10,1,Det Bedste Til Sidst,Linda Andrews
2009-04-17,1,Det Bedste Til Sidst,Linda Andrews
2009-04-24,1,007 Is Also Gonna Die,Nephew
2009-05-08,1,Open Wide,Tina Dickow
2009-05-15,1,Open Wide,Tina Dickow
2009-05-22,1,Hun Vil Ha' En Rapper,Jooks
2009-05-29,1,Fairytale,Alexander Rybak
2009-06-05,1,Back To The 80s,Aqua
2009-06-12,1,Back To The 80s,Aqua
2009-06-19,1,Back To The 80s,Aqua
2009-06-26,1,Back To The 80s,Aqua
2009-07-03,1,Back To The 80s,Aqua
2009-07-10,1,Back To The 80s,Aqua
2009-07-17,1,Kun For Dig,Medina
2009-07-24,1,Ayo Technology,Milow
2009-07-31,1,Ayo Technology,Milow
2009-08-07,1,Velkommen Til Medina,Medina
2009-08-14,1,Velkommen Til Medina,Medina
2009-08-21,1,Velkommen Til Medina,Medina
2009-08-21,1,Engel,Rasmus Seebach
2009-08-28,1,Velkommen Til Medina,Medina
2009-08-28,1,I Gotta Feeling,The Black Eyed Peas
2009-09-04,1,Velkommen Til Medina,Medina
2009-09-25,1,My Way,Alien Beat Club
2009-10-02,1,The Spell,Alphabeat
2009-10-09,1,The Spell,Alphabeat
2009-10-09,1,Råbe Under Vand,Selvmord
2009-10-16,1,The Spell,Alphabeat
2009-10-16,1,Råbe Under Vand,Selvmord
2009-10-23,1,The Spell,Alphabeat
2009-11-13,1,100 Dage,Thomas Helmig
2009-11-20,1,Fireflies,Owl City
2009-11-27,1,Fireflies,Owl City
2009-12-04,1,Fireflies,Owl City
2009-12-11,1,Bad Romance,Lady Gaga
2009-12-18,1,Bad Romance,Lady Gaga
2009-12-25,1,Bad Romance,Lady Gaga
2010-01-01,1,Bad Romance,Lady Gaga
2010-01-22,1,The Balcony,The Rumour Said Fire
2010-02-12,1,Skrøbeligt fundament,Støt Haiti
2010-03-12,1,Fight for This Love,Cheryl Cole
2010-04-02,1,My Dream,Thomas Ring
2010-04-16,1,Telephone,Lady Gaga featuring Beyoncé
2010-04-23,1,Mest ondt,Burhan G featuring Medina
2010-04-30,1,The Danish Way to Rock,Nephew featuring Landsholdet
2010-05-07,1,Alors on danse,Stromae
2010-06-11,1,Satellite,Lena
2010-06-18,1,The Danish Way to Rock,Nephew featuring Landsholdet
2010-06-25,1,We No Speak Americano,Yolanda Be Cool & DCUP
2010-08-06,1,Waka Waka,Shakira featuring Freshlyground
2010-08-13,1,Love the Way You Lie,Eminem featuring Rihanna
2010-10-08,1,Tættere på himlen,Burhan G featuring Nik & Jay
2010-10-29,1,Når tiden går baglæns,Clara Sofie & Rune RK
2010-11-05,1,Every Time,Morten Breum featuring Sisse Marie
2010-11-12,1,Når tiden går baglæns,Clara Sofie & Rune RK
2010-12-17,1,Addiction,Medina
2010-12-24,1,Champion,Clemens featuring Jon Nørgaard
2010-12-31,1,Det burde ikk være sådan her,Xander
2011-01-07,1,Sjus,"Kato featuring Ida Corr, Camille Jones, Johnson"
2011-01-14,1,Det burde ikk være sådan her,Xander
2011-01-21,1,Hold It Against Me,Britney Spears
2011-01-28,1,Out of It,Fallulah
2011-02-04,1,Out of It,Fallulah
2011-02-11,1,Out of It,Fallulah
2011-02-18,1,Grenade,Bruno Mars
2011-02-25,1,Grenade,Bruno Mars
2011-03-04,1,Mod solnedgangen,Nik & Jay
2011-03-11,1,Mod solnedgangen,Nik & Jay
2011-03-18,1,Jeg vil altid,Jokeren
2011-03-25,1,Mod solnedgangen,Nik & Jay
2011-04-01,1,Min øjesten,Sarah
2011-04-08,1,Min øjesten,Sarah
2011-04-15,1,Min øjesten,Sarah
2011-04-22,1,Min klub først,Rosa Lux  featuring Alberte
2011-04-29,1,Party Rock Anthem,LMFAO featuring Lauren Bennett and GoonRock
2011-05-06,1,Dybt vand,Svenstrup & Vendelboe featuring Nadia Malm
2011-05-13,1,Mr. Saxobeat,Alexandra Stan
2011-05-20,1,Mr. Saxobeat,Alexandra Stan
2011-05-27,1,Klaus Pagh,Suspekt
2011-06-03,1,The Lazy Song,Bruno Mars
2011-06-10,1,For altid,Medina
2011-06-17,1,For altid,Medina
2011-06-24,1,For altid,Medina
2011-07-01,1,Loca People,Sak Noel
2011-07-08,1,Loca People,Sak Noel
2011-07-15,1,Loca People,Sak Noel
2011-07-22,1,Loca People,Sak Noel
2011-07-29,1,Loca People,Sak Noel
2011-08-05,1,Loca People,Sak Noel
2011-08-12,1,Moves Like Jagger,Maroon 5 featuring Christina Aguilera
2011-08-19,1,Moves Like Jagger,Maroon 5 featuring Christina Aguilera
2011-08-26,1,Moves Like Jagger,Maroon 5 featuring Christina Aguilera
2011-09-02,1,I mine øjne,Rasmus Seebach
2011-09-09,1,I mine øjne,Rasmus Seebach
2011-09-16,1,I mine øjne,Rasmus Seebach
2011-09-23,1,Fugt i fundamentet,Nik & Ras featuring Pharfar and Burhan G
2011-09-30,1,Synd for dig,Medina
2011-10-07,1,We Found Love,Rihanna featuring Calvin Harris
2011-10-14,1,We Found Love,Rihanna featuring Calvin Harris
2011-10-21,1,We Found Love,Rihanna featuring Calvin Harris
2011-10-28,1,We Found Love,Rihanna featuring Calvin Harris
2011-11-04,1,We Found Love,Rihanna featuring Calvin Harris
2011-11-11,1,Geronimo,Aura Dione
2011-11-18,1,Geronimo,Aura Dione
2011-11-25,1,Geronimo,Aura Dione
2011-12-02,1,We Found Love,Rihanna featuring Calvin Harris
2011-12-09,1,Kl. 10,Medina
2011-12-16,1,Kl. 10,Medina
2011-12-23,1,Kl. 10,Medina
2011-12-30,1,Kl. 10,Medina
2012-01-06,1,Kl. 10,Medina
2012-01-13,1,City Boy,Donkeyboy
2012-01-20,1,City Boy,Donkeyboy
2012-01-27,1,City Boy,Donkeyboy
2012-02-03,1,Should've Known Better,Soluna Samay
2012-02-10,1,Somebody That I Used to Know,Gotye featuring Kimbra
2012-02-17,1,Somebody That I Used to Know,Gotye featuring Kimbra
2012-02-24,1,Somebody That I Used to Know,Gotye featuring Kimbra
2012-03-02,1,Somebody That I Used to Know,Gotye featuring Kimbra
2012-03-09,1,Somebody That I Used to Know,Gotye featuring Kimbra
2012-03-16,1,Somebody That I Used to Know,Gotye featuring Kimbra
2012-03-23,1,Somebody That I Used to Know,Gotye featuring Kimbra
2012-03-30,1,I Can Be,Ida
2012-04-06,1,I Can Be,Ida
2012-04-13,1,I Can Be,Ida
2012-04-20,1,Drunk in the Morning,Lukas Graham
2012-04-27,1,Tacata',Tacabro
2012-05-04,1,Tacata',Tacabro
2012-05-11,1,Tacata',Tacabro
2012-05-18,1,Call Me Maybe,Carly Rae Jepsen
2012-05-25,1,Tomgang,Shaka Loveless
2012-06-01,1,Euphoria,Loreen
2012-06-08,1,Euphoria,Loreen
2012-06-15,1,Euphoria,Loreen
2012-06-22,1,Euphoria,Loreen
2012-06-29,1,Call Me Maybe,Carly Rae Jepsen
2012-07-06,1,Call Me Maybe,Carly Rae Jepsen
2012-07-13,1,Gi' Mig,Joey Moe
2012-07-20,1,Lågsus,Specktors featuring. Medina
2012-07-27,1,Hun tog min guitar,Muri & Mario
2012-08-03,1,Hun tog min guitar,Muri & Mario
2012-08-10,1,Flytta på dej!,Alina Devecerski
2012-08-17,1,Helt min egen,L.O.C.
2012-08-24,1,Overgir mig langsomt,Mads Langer
2012-08-31,1,Overgir mig langsomt,Mads Langer
2012-09-07,1,Hjertestarter,Nephew
2012-09-14,1,Gangnam Style,PSY
2012-09-21,1,Gangnam Style,PSY
2012-09-28,1,Gangnam Style,PSY
2012-10-05,1,Gangnam Style,PSY
2012-10-12,1,Gangnam Style,PSY
2012-10-19,1,Gangnam Style,PSY
2012-10-26,1,Gangnam Style,PSY
2012-11-02,1,Better Than Yourself,Lukas Graham
2012-11-09,1,Diamonds,Rihanna
2012-11-16,1,Diamonds,Rihanna
2012-11-23,1,Diamonds,Rihanna
2012-11-30,1,Diamonds,Rihanna
2012-12-07,1,Diamonds,Rihanna
2012-12-14,1,Scream & Shout,will.i.am & Britney Spears
2012-12-21,1,Scream & Shout,will.i.am & Britney Spears
2012-12-28,1,Scream & Shout,will.i.am & Britney Spears
2013-01-11,1,Gangnam Style,Psy
2013-01-18,1,Scream & Shout,will.i.am featuring Britney Spears
2013-01-25,1,Suit & Tie,Justin Timberlake featuring Jay-Z
2013-02-01,1,Thrift Shop,Macklemore and Ryan Lewis featuring Wanz
2013-02-08,1,United,Nik & Jay featuring Lisa Rowe
2013-02-15,1,Thrift Shop,Macklemore and Ryan Lewis featuring Wanz
2013-02-22,1,One Way or Another,One Direction
2013-03-01,1,Stay,Rihanna featuring Mikky Ekko
2013-03-08,1,Thrift Shop,Macklemore and Ryan Lewis featuring Wanz
2013-03-15,1,Gå med dig,Nephew featuring Marie Key
2013-03-22,1,Din for evigt,Burhan G
2013-03-29,1,Let Her Go,Passenger
2013-04-05,1,Børn af natten,Panamah
2013-04-12,1,Let Her Go,Passenger
2013-04-19,1,Let Her Go,Passenger
2013-04-26,1,Get Lucky,Daft Punk featuring Pharrell Williams
2013-05-03,1,Get Lucky,Daft Punk featuring Pharrell Williams
2013-05-10,1,Get Lucky,Daft Punk featuring Pharrell Williams
2013-05-17,1,Get Lucky,Daft Punk featuring Pharrell Williams
2013-05-24,1,Only Teardrops,Emmelie de Forest
2013-05-31,1,Only Teardrops,Emmelie de Forest
2013-06-07,1,Get Lucky,Daft Punk featuring Pharrell Williams
2013-06-14,1,Get Lucky,Daft Punk featuring Pharrell Williams
2013-06-21,1,Get Lucky,Daft Punk featuring Pharrell Williams
2013-06-28,1,Wake Me Up!,Avicii
2013-07-05,1,Wake Me Up!,Avicii
2013-07-12,1,Wake Me Up!,Avicii
2013-07-19,1,Wake Me Up!,Avicii
2013-07-26,1,Wake Me Up!,Avicii
2013-08-02,1,Wake Me Up!,Avicii
2013-08-09,1,Wake Me Up!,Avicii
2013-08-16,1,Wake Me Up!,Avicii
2013-08-23,1,Wake Me Up!,Avicii
2013-08-30,1,Kalder mig hjem,Burhan G
2013-09-06,1,Kalder mig hjem,Burhan G
2013-09-13,1,Dimitto,Kato & Safri Duo featuring Bjørnskov
2013-09-20,1,Olivia,Rasmus Seebach
2013-09-27,1,Olivia,Rasmus Seebach
2013-10-04,1,Olivia,Rasmus Seebach
2013-10-11,1,Olivia,Rasmus Seebach
2013-10-18,1,Heartbreaker,Justin Bieber
2013-10-25,1,All That Matters,Justin Bieber
2013-11-01,1,Hold Tight,Justin Bieber
2013-11-08,1,Story of My Life,One Direction
2013-11-15,1,Bad day,Justin Bieber
2013-11-22,1,Sandstorm,Rasmus Seebach
2013-11-29,1,Diana,One Direction
2013-12-06,1,Roller Coaster,Justin Bieber
2013-12-13,1,I en stjerneregn af sne,Mads Langer
2013-12-20,1,Confident,Justin Bieber featuring Chance The Rapper
2013-12-27,1,I en stjerneregn af sne,Mads Langer
2014-01-03,1,Sandstorm,Rasmus Seebach
2014-01-10,1,Timber,Pitbull featuring Ke$ha
2014-01-17,1,Marquis,L.O.C.
2014-01-24,1,Happy,Pharrell Williams
2014-01-31,1,Happy,Pharrell Williams
2014-02-07,1,Happy,Pharrell Williams
2014-02-14,1,Jalousi,Medina
2014-02-21,1,Jalousi,Medina
2014-02-28,1,Jalousi,Medina
2014-03-07,1,Happy,Pharrell Williams
2014-03-14,1,Happy,Pharrell Williams
2014-03-21,1,Happy Home,Hedegaard
2014-03-28,1,Happy Home,Hedegaard
2014-04-04,1,Do Ya,Anthony Jasmin
2014-04-11,1,Jalousi,Medina
2014-04-18,1,Happy Home,Hedegaard
2014-04-25,1,Happy Home,Hedegaard
2014-05-02,1,Happy Home,Hedegaard
2014-05-09,1,Love Never Felt So Good,Michael Jackson featuring Justin Timberlake
2014-05-16,1,Twerk It Like Miley,Brandon Beal featuring Christopher
2014-05-23,1,Rainmaker,Emmelie de Forest
2014-05-30,1,Million,Joey Moe
2014-06-06,1,Million,Joey Moe
2014-06-13,1,Million,Joey Moe
2014-06-20,1,Million,Joey Moe
2014-06-27,1,Karma,Burhan G featuring L.O.C.
2014-07-04,1,Mama Said,Lukas Graham
2014-07-11,1,Mama Said,Lukas Graham
2014-07-18,1,Mama Said,Lukas Graham
2014-07-25,1,Mama Said,Lukas Graham
2014-08-02,1,Mama Said,Lukas Graham
2014-08-09,1,Mama Said,Lukas Graham
2014-08-16,1,Prayer in C,Lilly Wood and the Prick and Robin Schulz
2014-08-23,1,Prayer in C,Lilly Wood and the Prick and Robin Schulz
2014-08-30,1,All About That Bass,Meghan Trainor
2014-09-06,1,Giv Slip,Medina
2014-09-13,1,Indianer,Barbara Moleko
2014-09-20,1,All About That Bass,Meghan Trainor
2014-09-27,1,All About That Bass,Meghan Trainor
2014-10-04,1,All About That Bass,Meghan Trainor
2014-10-11,1,Steal My Girl,One Direction
2014-10-18,1,I'm an Albatraoz,AronChupa
2014-10-25,1,All About That Bass,Meghan Trainor
2014-11-01,1,CPH Girls,Christopher featuring Brandon Beal
2014-11-08,1,Søvnløs,KESI
2014-11-15,1,Når intet er godt nok,Medina
2014-11-22,1,CPH Girls,Christopher featuring Brandon Beal
2014-11-29,1,CPH Girls,Christopher featuring Brandon Beal
2014-12-06,1,Thinking Out Loud,Ed Sheeran
2014-12-13,1,Cheerleader,OMI
2014-12-20,1,Cheerleader,OMI
2014-12-27,1,Cheerleader,OMI
2015-01-03,1,Cheerleader,OMI
2015-01-10,1,Cheerleader,OMI
2015-01-17,1,Cheerleader,OMI
2015-01-24,1,Cheerleader,OMI
2015-01-31,1,Cheerleader,OMI
2015-02-07,1,Cheerleader,OMI
2015-02-14,1,Cheerleader,OMI
2015-02-21,1,Love Me like You Do,Ellie Goulding
2015-02-28,1,Love Me like You Do,Ellie Goulding
2015-03-07,1,Love Me like You Do,Ellie Goulding
2015-03-14,1,FourFiveSeconds,"Rihanna, Kanye West and Paul McCartney"
2015-03-21,1,FourFiveSeconds,"Rihanna, Kanye West and Paul McCartney"
2015-03-28,1,FourFiveSeconds,"Rihanna, Kanye West and Paul McCartney"
2015-04-04,1,FourFiveSeconds,"Rihanna, Kanye West and Paul McCartney"
2015-04-11,1,Lean On,Major Lazer and DJ Snake featuring MØ
2015-04-18,1,See You Again,Wiz Khalifa featuring Charlie Puth
2015-04-25,1,See You Again,Wiz Khalifa featuring Charlie Puth
2015-05-02,1,See You Again,Wiz Khalifa featuring Charlie Puth
2015-05-09,1,See You Again,Wiz Khalifa featuring Charlie Puth
2015-05-16,1,See You Again,Wiz Khalifa featuring Charlie Puth
2015-05-23,1,See You Again,Wiz Khalifa featuring Charlie Puth
2015-05-30,1,See You Again,Wiz Khalifa featuring Charlie Puth
2015-06-06,1,See You Again,Wiz Khalifa featuring Charlie Puth
2015-06-13,1,See You Again,Wiz Khalifa featuring Charlie Puth
2015-06-20,1,See You Again,Wiz Khalifa featuring Charlie Puth
2015-06-27,1,7 Years,Lukas Graham
2015-07-04,1,7 Years,Lukas Graham
2015-07-11,1,7 Years,Lukas Graham
2015-07-18,1,7 Years,Lukas Graham
2015-07-22,1,7 Years,Lukas Graham
2015-07-29,1,Strip No More,Lukas Graham
2015-08-05,1,7 Years,Lukas Graham
2015-08-12,1,Can't Feel My Face,The Weeknd
2015-08-19,1,Can't Feel My Face,The Weeknd
2015-08-26,1,C'est la vie,Gilli featuring MellemFingaMuzik
2015-09-02,1,C'est la vie,Gilli featuring MellemFingaMuzik
2015-09-09,1,What Do You Mean?,Justin Bieber
2015-09-16,1,What Do You Mean?,Justin Bieber
2015-09-23,1,Uanset,Rasmus Seebach
2015-09-30,1,What Do You Mean?,Justin Bieber
2015-10-07,1,What Do You Mean?,Justin Bieber
2015-10-14,1,What Do You Mean?,Justin Bieber
2015-10-21,1,What Do You Mean?,Justin Bieber
2015-10-28,1,What Do You Mean?,Justin Bieber
2015-11-04,1,Sorry,Justin Bieber
2015-11-11,1,Hello,Adele
2015-11-18,1,Hello,Adele
2015-11-25,1,Sorry,Justin Bieber
2015-12-02,1,Sorry,Justin Bieber
2015-12-09,1,Love Yourself,Justin Bieber
2015-12-16,1,Love Yourself,Justin Bieber
2015-12-23,1,Love Yourself,Justin Bieber
2015-12-30,1,Love Yourself,Justin Bieber
